267	 42	 12764	 THE SERENE	 51.35838415	 1.44115624126032
268	 51	 8883	 NYC	 40.7306458	 -73.9866136
269	 16	 12404	 Inland Empire, CA	 37.648944	 -120.900913
270	 147	 254901	 Los Angeles	 34.054935	 -118.244476
271	 188	 991009	 	 0.0	 0.0
272	 14	 17473	 Miami	 25.7742658	 -80.1936589
273	 130	 173164	 Los Angeles	 34.054935	 -118.244476
274	 145	 31253	 Berlin	 52.5170365	 13.3888599
275	 38	 30659	 	 0.0	 0.0
276	 4	 19097	 BROOKLYN	 25.0611359	 -77.3129254560189
277	 85	 27542	 Los Angeles	 34.054935	 -118.244476
278	 12	 8251	 Dank Valley	 48.8456805	 -123.6334594
279	 46	 2048	 Orlando, Fla	 0.0	 0.0
280	 9	 198	 Leipzig	 51.3391827	 12.3810549
281	 1	 610	 Seattle	 47.6038321	 -122.3300624
282	 12	 1726	 REALM	 -35.31208615	 149.13292565
283	 9	 2673	 LA	 0.0	 0.0
284	 117	 3146	 AZ	 40.3936294	 47.7872508
285	 1	 677	 London	 51.5073219	 -0.1276474
286	 14	 374	 Fayetteville	 36.0625843	 -94.1574328
287	 4	 30	 Every Speaker	 0.0	 0.0
288	 19	 2274	 	 0.0	 0.0
289	 12	 129	 	 0.0	 0.0
290	 8	 852	 Burbank	 34.1816482	 -118.3258554
291	 22	 935	 Los Angeles, CA	 34.054935	 -118.244476
292	 8	 96	 Burbank	 34.1816482	 -118.3258554
293	 12	 99	 Burbank	 34.1816482	 -118.3258554
294	 6	 14	 	 0.0	 0.0
295	 16	 295241	 LA	 0.0	 0.0
296	 14	 1528	 HOUSTALANTA	 0.0	 0.0
297	 3	 85	 Los Angeles, CA	 34.054935	 -118.244476
298	 2	 127	 Encino	 34.1591324	 -118.5016166
299	 37	 270	 East Hollywood	 39.05714435	 -94.458664917771
300	 17	 271	 Dubai	 2.80168	 44.08159
301	 7	 252	 La California	 36.7014631	 -118.7559974
302	 13	 105	 Atlanta x Hollywood -\u003e SFV	 0.0	 0.0
303	 66	 25914	 Nashville	 36.1622296	 -86.7743531
304	 78	 425008	 Melbourne	 -37.8142176	 144.9631608
305	 69	 168761	 Atlanta	 33.7490987	 -84.3901849
306	 7	 97	 Other Dimensions	 0.0	 0.0
307	 17	 587	 Muscle Shoals, AL	 34.7451786	 -87.6686733
308	 109	 1056454	 	 0.0	 0.0
309	 176	 206209	 QUEENS NYC	 -34.5771627	 -58.481686
310	 11	 298	 Burbank, California	 34.1816482	 -118.3258554
311	 8	 287878	 Lyon	 45.7578137	 4.8320114
312	 18	 229380	 Worldwide	 53.5120412	 -2.2434612
313	 18	 14205	 Los Angeles/Berkeley, CA	 0.0	 0.0
314	 10	 1325	 	 0.0	 0.0
315	 11	 12569	 Brussels	 50.8465573	 4.351697
316	 3	 13641	 Vancouver/LA	 45.6306954	 -122.6744557
317	 12	 4735	 Organic Electronic	 0.0	 0.0
318	 15	 10571	 Midnight Society	 0.0	 0.0
319	 16	 4067	 Stockholm	 59.3251172	 18.0710935
320	 10	 744	 Los Angeles	 34.054935	 -118.244476
321	 5	 1197	 Montréal	 45.4972159	 -73.6103642
322	 15	 3903	 	 0.0	 0.0
323	 12	 2797	 	 0.0	 0.0
324	 13	 6207	 London	 51.5073219	 -0.1276474
325	 4	 10343	 Melbourne 	 -37.8142176	 144.9631608
326	 22	 20845	 BKNY via HTFDCT	 0.0	 0.0
327	 74	 11375	 Las Vegas, Nv	 36.1662859	 -115.149225
328	 13	 15	 hihat	 36.7531698	 5.0846943
329	 12	 203	 Melbourne	 -37.8142176	 144.9631608
330	 12	 181	 Pasadena	 34.1476452	 -118.1444779
331	 19	 63	 The Hidden Kush Village	 0.0	 0.0
332	 112	 29681	 Charlotte, NC	 35.2270869	 -80.8431268
333	 10	 2594	 	 0.0	 0.0
334	 1	 10394	 Everywhere	 53.78984315	 -1.53394231074874
335	 7	 10616	 Belgrade	 45.773279	 -111.184535
336	 15	 657	 Los Angeles	 34.054935	 -118.244476
337	 11	 353	 Bay Area + Malibu	 27.7136696	 -97.3984233915197
338	 7	 36	 South Central	 38.9241769	 -76.9650274428414
339	 4	 16	 	 0.0	 0.0
340	 12	 302	 somewhere in germany	 0.0	 0.0
341	 17	 1340	 	 0.0	 0.0
342	 17	 155	 Tulare	 36.2516475	 -118.852583
343	 98	 139	 LA	 0.0	 0.0
344	 258	 59007	 Los Angeles	 34.054935	 -118.244476
345	 10	 381	 Brunswick	 43.905599	 -69.9759914804754
346	 60	 2251	 Beyond tha Yonder	 0.0	 0.0
347	 38	 119	 Sacramento	 38.5815719	 -121.4943996
348	 22	 76	 BRISBANE	 -27.4689682	 153.0234991
349	 18	 45	 California/Pittsburgh	 39.5151683	 -121.1002349
350	 1	 222	 Phoenix	 33.4485866	 -112.0773456
351	 48	 826	 Toronto	 43.653963	 -79.387207
352	 13	 186	 	 0.0	 0.0
353	 199	 214215	 Cleveland, OH	 41.5051613	 -81.6934446
